tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
8,25,6,7648,True,,leaf,,,False,0.008298395236936863,,[]
8,26,6,2031,True,,leaf,,,False,0.010778028818199737,,[]
8,27,5,2495,True,,leaf,,,False,0.0005740349528510048,,[]
8,28,4,9334,True,,leaf,,,False,-0.0033845450883785186,,[]
9,0,0,86094,False,nonzero_12,nonzero_12 <= 0.375,1.0,14.0,False,0.0,0.375,[]
9,1,1,30705,False,mean_6,mean_6 <= 1.05124,2.0,9.0,True,-0.4760214878723751,1.0512417478780258,[]
9,2,2,22310,False,nonzero_12,nonzero_12 <= 0.208333,3.0,6.0,True,-0.5827060931899641,0.20833333333333331,[]
9,3,3,15611,False,category,"category in ['0104', '0203', '0811', '2403', '2502', '2506', '2802', '2901']",4.0,5.0,False,-0.6480378977018116,,"[""0104"", ""0203"", ""0811"", ""2403"", ""2502"", ""2506"", ""2802"", ""2901""]"
9,4,4,750,True,,leaf,,,False,-0.014323850221013849,,[]
9,5,4,14861,True,,leaf,,,False,-0.014323850221013849,,[]
9,6,3,6699,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.429721269935907,0.25000000000000006,[]
9,7,4,3761,True,,leaf,,,False,-0.014323850221013849,,[]
9,8,4,2938,True,,leaf,,,False,-0.014323850221013849,,[]
9,9,2,8395,False,nonzero_12,nonzero_12 <= 0.208333,10.0,11.0,False,-0.19214753123140987,0.20833333333333331,[]
9,10,3,3247,True,,leaf,,,False,-0.014323850221013849,,[]
9,11,3,5148,False,month_sin,month_sin <= -0.25,12.0,13.0,True,-0.053896859247770455,-0.24999999999999997,[]
9,12,4,3279,True,,leaf,,,False,0.014176149778986156,,[]
9,13,4,1869,True,,leaf,,,False,-0.014323850221013849,,[]
9,14,1,55389,False,lag_1,lag_1 <= 0.105263,15.0,16.0,False,0.17836062022780194,0.10526315789473684,[]
9,15,2,10181,True,,leaf,,,False,-0.008064665121277887,,[]
9,16,2,45208,False,month_sin,month_sin <= 0.25,17.0,24.0,True,0.24428325003317264,0.25000000000000006,[]
9,17,3,27508,False,lag_3,lag_3 <= 0.377863,18.0,19.0,False,0.3499527581946362,0.37786259541984735,[]
9,18,4,5886,True,,leaf,,,False,0.007124631452379172,,[]
9,19,4,21622,False,log_scale,log_scale <= 5.80438,20.0,23.0,True,0.4145710059171598,5.804381673212317,[]
9,20,5,19125,False,mean_6,mean_6 <= 1.52139,21.0,22.0,True,0.37026391429318006,1.5213946117274166,[]
9,21,6,11415,True,,leaf,,,False,0.013896576945745849,,[]
9,22,6,7710,True,,leaf,,,False,0.039922516482053416,,[]
9,23,5,2497,True,,leaf,,,False,0.02654828396586184,,[]
9,24,3,17700,False,cv_12,cv_12 <= 0.818488,25.0,28.0,True,0.07995482778091474,0.8184875533567997,[]
9,25,4,10116,False,category,"category in ['0103', '0105', '0107', '0108', '0302', '0808', '1201', '1302', '1303', '1510', '2514', '2601', '2703', '2801', '2802', '3002']",26.0,27.0,True,0.20778194746197906,,"[""0103"", ""0105"", ""0107"", ""0108"", ""0302"", ""0808"", ""1201"", ""1302"", ""1303"", ""1510"", ""2514"", ""2601"", ""2703"", ""2801"", ""2802"", ""3002""]"
9,26,5,8070,True,,leaf,,,False,0.007845475246212864,,[]
9,27,5,2046,True,,leaf,,,False,-0.0010454865409209092,,[]
9,28,4,7584,True,,leaf,,,False,-0.0046614387833260424,,[]
10,0,0,86094,False,nonzero_12,nonzero_12 <= 0.375,1.0,12.0,False,0.0,0.375,[]
10,1,1,30705,False,mean_6,mean_6 <= 1.05124,2.0,7.0,True,-0.4757610288132834,1.0512417478780258,[]
10,2,2,22310,False,nonzero_12,nonzero_12 <= 0.208333,3.0,6.0,True,-0.5826164874551971,0.20833333333333331,[]
10,3,3,15611,False,category,"category in ['0104', '0203', '0811', '2403', '2502', '2506', '2802', '2901']",4.0,5.0,False,-0.6480378977018116,,"[""0104"", ""0203"", ""0811"", ""2403"", ""2502"", ""2506"", ""2802"", ""2901""]"
10,4,4,750,True,,leaf,,,False,-0.013607657709963156,,[]
10,5,4,14861,True,,leaf,,,False,-0.013607657709963156,,[]
10,6,3,6699,True,,leaf,,,False,-0.013607657709963156,,[]
10,7,2,8395,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,False,-0.19143367043426532,0.20833333333333331,[]
10,8,3,3247,True,,leaf,,,False,-0.013607657709963156,,[]
10,9,3,5148,False,month_sin,month_sin <= -0.25,10.0,11.0,True,-0.053509112058937575,-0.24999999999999997,[]
10,10,4,3279,True,,leaf,,,False,0.013467342290036847,,[]
10,11,4,1869,True,,leaf,,,False,-0.013607657709963156,,[]
10,12,1,55389,False,lag_2,lag_2 <= 0.409091,13.0,16.0,False,0.16929908482102565,0.4090909090909091,[]
10,13,2,15929,False,lag_2,lag_2 <= 0,14.0,15.0,True,-0.040968693142606184,0.0,[]
10,14,3,8830,True,,leaf,,,False,-0.01069464307123108,,[]
10,15,3,7099,True,,leaf,,,False,0.0036430164948082714,,[]
10,16,2,39460,False,log_scale,log_scale <= 3.63209,17.0,24.0,True,0.2541677223207499,3.632088619767191,[]
10,17,3,25348,False,month_sin,month_sin <= 0.25,18.0,23.0,True,0.15876646423219498,0.25000000000000006,[]
10,18,4,15885,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '1201', '1302', '2403', '2514', '2802', '2901', 'прочее']",19.0,20.0,False,0.25989304812834224,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""1201"", ""1302"", ""2403"", ""2514"", ""2802"", ""2901"", ""прочее""]"
10,19,5,5364,True,,leaf,,,False,0.024714675553393968,,[]
10,20,5,10521,False,mean_6,mean_6 <= 1.70732,21.0,22.0,True,0.1801348399962017,1.7073170731707317,[]
10,21,6,7518,True,,leaf,,,False,0.006269362092426111,,[]
10,22,6,3003,True,,leaf,,,False,0.03553996714299692,,[]
10,23,4,9463,True,,leaf,,,False,-0.0005161663820671514,,[]
10,24,3,14112,False,mean_6,mean_6 <= 1.50809,25.0,28.0,True,0.4252938677241184,1.5080906148867315,[]
10,25,4,11183,False,log_scale,log_scale <= 6.11993,26.0,27.0,True,0.3531671580452068,6.119931051480283,[]
10,26,5,8425,True,,leaf,,,False,0.00906498901873753,,[]
10,27,5,2758,True,,leaf,,,False,0.014050832679243336,,[]
10,28,4,2929,True,,leaf,,,False,0.043852303201477094,,[]
11,0,0,86094,False,nonzero_12,nonzero_12 <= 0.375,1.0,12.0,False,0.0,0.375,[]
11,1,1,30705,False,mean_6,mean_6 <= 1.05124,2.0,7.0,True,-0.4757610288132834,1.0512417478780258,[]
11,2,2,22310,False,nonzero_12,nonzero_12 <= 0.208333,3.0,6.0,True,-0.5824372759856631,0.20833333333333331,[]
11,3,3,15611,False,category,"category in ['0104', '0203', '0811', '2403', '2502', '2506', '2802', '2901']",4.0,5.0,False,-0.6480378977018116,,"[""0104"", ""0203"", ""0811"", ""2403"", ""2502"", ""2506"", ""2802"", ""2901""]"
11,4,4,750,True,,leaf,,,False,-0.012927274824464999,,[]
11,5,4,14861,True,,leaf,,,False,-0.012927274824464999,,[]
11,6,3,6699,True,,leaf,,,False,-0.012927274824464999,,[]
11,7,2,8395,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,False,-0.1919095776323617,0.20833333333333331,[]
11,8,3,3247,True,,leaf,,,False,-0.012927274824464999,,[]
11,9,3,5148,False,month_sin,month_sin <= -0.25,10.0,11.0,True,-0.054284606436603336,-0.24999999999999997,[]
11,10,4,3279,True,,leaf,,,False,0.012793975175535006,,[]
11,11,4,1869,True,,leaf,,,False,-0.012927274824464999,,[]
11,12,1,55389,False,lag_1,lag_1 <= 0.126984,13.0,14.0,False,0.16316178992400585,0.12698412698412698,[]
11,13,2,10508,True,,leaf,,,False,-0.007284595703135251,,[]
11,14,2,44881,False,month_sin,month_sin <= 0.25,15.0,24.0,True,0.22563542803680026,0.25000000000000006,[]
11,15,3,27353,False,log_scale,log_scale <= 3.4889,16.0,19.0,True,0.3245623652377298,3.488902962081261,[]
11,16,4,17376,False,mean_6,mean_6 <= 1.4,17.0,18.0,True,0.233636259059013,1.4,[]
11,17,5,9536,True,,leaf,,,False,0.008439015840715056,,[]
11,18,5,7840,True,,leaf,,,False,0.029838071366763988,,[]
11,19,4,9977,False,mean_6,mean_6 <= 1.50809,20.0,23.0,True,0.48252728547111245,1.5080906148867315,[]
11,20,5,6870,False,log_scale,log_scale <= 6.11993,21.0,22.0,True,0.3892441860465116,6.119931051480283,[]
11,21,6,5372,True,,leaf,,,False,0.012052802684160322,,[]
11,22,6,1498,True,,leaf,,,False,0.019069753613751503,,[]
11,23,5,3107,True,,leaf,,,False,0.04214912795690166,,[]
11,24,3,17528,False,cv_12,cv_12 <= 0.846539,25.0,28.0,True,0.07115976736229901,0.8465386824869348,[]
11,25,4,10525,False,category,"category in ['0103', '0105', '0107', '0108', '0302', '0808', '1201', '1302', '1303', '1510', '2514', '2601', '2703', '2801', '2802', '3002']",26.0,27.0,True,0.18063597532036071,,"[""0103"", ""0105"", ""0107"", ""0108"", ""0302"", ""0808"", ""1201"", ""1302"", ""1303"", ""1510"", ""2514"", ""2601"", ""2703"", ""2801"", ""2802"", ""3002""]"
11,26,5,8347,True,,leaf,,,False,0.0069852677456825225,,[]
11,27,5,2178,True,,leaf,,,False,-0.0012215832732144008,,[]
11,28,4,7003,True,,leaf,,,False,-0.004831080896787821,,[]
12,0,0,86094,False,nonzero_12,nonzero_12 <= 0.375,1.0,10.0,False,0.0,0.375,[]
12,1,1,30705,False,mean_6,mean_6 <= 1.05124,2.0,7.0,True,-0.4756959140485105,1.0512417478780258,[]
12,2,2,22310,False,nonzero_12,nonzero_12 <= 0.208333,3.0,6.0,True,-0.5824372759856631,0.20833333333333331,[]
12,3,3,15611,False,category,"category in ['0104', '0203', '0811', '2403', '2502', '2506', '2802', '2901']",4.0,5.0,False,-0.6480378977018116,,"[""0104"", ""0203"", ""0811"", ""2403"", ""2502"", ""2506"", ""2802"", ""2901""]"
12,4,4,750,True,,leaf,,,False,-0.01228091108324175,,[]
12,5,4,14861,True,,leaf,,,False,-0.01228091108324175,,[]
12,6,3,6699,True,,leaf,,,False,-0.01228091108324175,,[]
12,7,2,8395,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,False,-0.1916716240333135,0.20833333333333331,[]
12,8,3,3247,True,,leaf,,,False,-0.01228091108324175,,[]
12,9,3,5148,True,,leaf,,,False,-0.01228091108324175,,[]
12,10,1,55389,False,lag_2,lag_2 <= 0.409091,11.0,16.0,False,0.15496669614975,0.4090909090909091,[]
12,11,2,15929,False,cv_12,cv_12 <= 1.03912,12.0,13.0,False,-0.04021582282451848,1.039123673591543,[]
12,12,3,6913,True,,leaf,,,False,0.0036233086312890406,,[]
12,13,3,9016,False,month_sin,month_sin <= 0.25,14.0,15.0,True,-0.12696654110347885,0.25000000000000006,[]
12,14,4,5135,True,,leaf,,,False,-0.0013192387013230445,,[]
12,15,4,3881,True,,leaf,,,False,-0.013863828361523667,,[]
12,16,2,39460,False,log_scale,log_scale <= 3.63209,17.0,24.0,True,0.23374714973397517,3.632088619767191,[]
12,17,3,25348,False,month_sin,month_sin <= 0.25,18.0,23.0,True,0.1446486315955517,0.25000000000000006,[]
12,18,4,15885,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '0811', '1201', '1302', '1510', '2403', '2514', '2703', '2802', '2901', 'прочее']",19.0,20.0,False,0.23560868197546397,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""0811"", ""1201"", ""1302"", ""1510"", ""2403"", ""2514"", ""2703"", ""2802"", ""2901"", ""прочее""]"
12,19,5,6341,True,,leaf,,,False,0.02275903028260644,,[]
12,20,5,9544,False,mean_6,mean_6 <= 1.70732,21.0,22.0,True,0.15135021980322377,1.7073170731707317,[]
12,21,6,6825,True,,leaf,,,False,0.004383397124973751,,[]
12,22,6,2719,True,,leaf,,,False,0.03225139035669618,,[]
12,23,4,9463,True,,leaf,,,False,-0.000504505601418151,,[]
12,24,3,14112,False,mean_6,mean_6 <= 1.55556,25.0,28.0,True,0.39357031581928903,1.5555555555555556,[]
12,25,4,11552,False,log_scale,log_scale <= 6.11993,26.0,27.0,True,0.33073862653520153,6.119931051480283,[]
12,26,5,8708,True,,leaf,,,False,0.008429817139407866,,[]
12,27,5,2844,True,,leaf,,,False,0.012998476832918974,,[]
12,28,4,2560,True,,leaf,,,False,0.04291777056084782,,[]
13,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,8.0,False,0.0,0.29166666666666663,[]
13,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,3.0,True,-0.5419101753262349,0.5,[]
13,2,2,15103,True,,leaf,,,False,-0.011666865529079662,,[]
13,3,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",4.0,5.0,False,-0.36997671829132506,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
13,4,3,1319,True,,leaf,,,False,-0.011666865529079662,,[]
13,5,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,6.0,7.0,True,-0.42313084112149535,1.471275021423019,[]
13,6,4,6995,True,,leaf,,,False,-0.011666865529079662,,[]
13,7,4,1555,True,,leaf,,,False,-0.011666865529079662,,[]
13,8,1,61122,False,lag_1,lag_1 <= 0,9.0,14.0,False,0.11591310606556304,0.0,[]
13,9,2,12431,False,month_sin,month_sin <= 0.25,10.0,11.0,True,-0.16775178844144362,0.25000000000000006,[]
13,10,3,6492,True,,leaf,,,False,-0.006622648787503502,,[]
13,11,3,5939,False,nonzero_12,nonzero_12 <= 0.625,12.0,13.0,True,-0.2849218356026223,0.625,[]
13,12,4,3942,True,,leaf,,,False,-0.011666865529079662,,[]
13,13,4,1997,True,,leaf,,,False,-0.003010999235747497,,[]
13,14,2,48691,False,lag_2,lag_2 <= 0.504451,15.0,18.0,False,0.18835342190098767,0.5044510385756676,[]
13,15,3,14921,False,lag_2,lag_2 <= 0,16.0,17.0,False,0.014935369365749112,0.0,[]
13,16,4,6690,True,,leaf,,,False,-0.007234308790595938,,[]
13,17,4,8231,True,,leaf,,,False,0.004554405665324768,,[]
13,18,3,33770,False,month_sin,month_sin <= 0.25,19.0,26.0,True,0.26494967436352873,0.25000000000000006,[]
13,19,4,21690,False,log_scale,log_scale <= 5.58224,20.0,25.0,True,0.34580645161290324,5.582242390122105,[]
13,20,5,18914,False,lag_3,lag_3 <= 0.289157,21.0,22.0,False,0.2998309025575988,0.2891566265060241,[]
13,21,6,3431,True,,leaf,,,False,0.006196709158808034,,[]
13,22,6,15483,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,0.3447363325372749,1.9555555555555555,[]
13,23,7,12529,True,,leaf,,,False,0.016331139529426626,,[]
13,24,7,2954,True,,leaf,,,False,0.04954281563537032,,[]
13,25,5,2776,True,,leaf,,,False,0.022102984900492298,,[]
13,26,4,12080,False,cv_12,cv_12 <= 0.514419,27.0,28.0,False,0.1196029776674938,0.5144192097652285,[]
13,27,5,3097,True,,leaf,,,False,0.0065533434361286225,,[]
13,28,5,8983,True,,leaf,,,False,0.0022178136616073985,,[]
14,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
14,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5415098871187255,0.5,[]
14,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6536756434857407,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
14,3,3,719,True,,leaf,,,False,-0.01108352225262568,,[]
14,4,3,14384,True,,leaf,,,False,-0.01108352225262568,,[]
14,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.36936936936936937,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
14,6,3,1319,True,,leaf,,,False,-0.01108352225262568,,[]
14,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.4226635514018692,1.471275021423019,[]
14,8,4,6995,True,,leaf,,,False,-0.01108352225262568,,[]
14,9,4,1555,True,,leaf,,,False,-0.01108352225262568,,[]
14,10,1,61122,False,lag_1,lag_1 <= 0,11.0,16.0,False,0.10897729503369757,0.0,[]
14,11,2,12431,False,month_sin,month_sin <= 0.25,12.0,13.0,True,-0.16437585403102645,0.25000000000000006,[]
14,12,3,6492,True,,leaf,,,False,-0.006291516348128326,,[]
14,13,3,5939,False,nonzero_12,nonzero_12 <= 0.625,14.0,15.0,True,-0.28088754412506306,0.625,[]
14,14,4,3942,True,,leaf,,,False,-0.01108352225262568,,[]
14,15,4,1997,True,,leaf,,,False,-0.0028604492739601225,,[]
14,16,2,48691,False,lag_2,lag_2 <= 0.48,17.0,22.0,False,0.17878482988028993,0.48,[]
14,17,3,14402,False,month_sin,month_sin <= 0.25,18.0,19.0,True,0.008742714404662781,0.25000000000000006,[]
14,18,4,7845,True,,leaf,,,False,0.0065656141522288216,,[]
14,19,4,6557,False,nonzero_12,nonzero_12 <= 0.791667,20.0,21.0,False,-0.0918227501142074,0.7916666666666667,[]
14,20,5,2681,True,,leaf,,,False,-0.011305150089549866,,[]
14,21,5,3876,True,,leaf,,,False,0.0011015981714319223,,[]
14,22,3,34289,False,log_scale,log_scale <= 5.69233,23.0,28.0,True,0.25018222105600746,5.692328235722193,[]
14,23,4,29878,False,mean_6,mean_6 <= 1.69231,24.0,27.0,True,0.21005085653104924,1.6923076923076923,[]
14,24,5,23414,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '0811', '1201', '1302', '2401', '2403', '2510', '2601', '2703', '2704', '2802']",25.0,26.0,False,0.1560792349726776,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""0811"", ""1201"", ""1302"", ""2401"", ""2403"", ""2510"", ""2601"", ""2703"", ""2704"", ""2802""]"
14,25,6,7938,True,,leaf,,,False,0.013473135671724144,,[]
14,26,6,15476,True,,leaf,,,False,0.004331826911819029,,[]
14,27,5,6464,True,,leaf,,,False,0.034340872607078035,,[]
14,28,4,4411,True,,leaf,,,False,0.014475871900912313,,[]
15,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,8.0,False,0.0,0.29166666666666663,[]
15,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,3.0,True,-0.5412697141942199,0.5,[]
15,2,2,15103,True,,leaf,,,False,-0.010529346139994395,,[]
15,3,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",4.0,5.0,False,-0.36936936936936937,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
15,4,3,1319,True,,leaf,,,False,-0.010529346139994395,,[]
15,5,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,6.0,7.0,True,-0.4226635514018692,1.471275021423019,[]
15,6,4,6995,True,,leaf,,,False,-0.010529346139994395,,[]
15,7,4,1555,True,,leaf,,,False,-0.010529346139994395,,[]
15,8,1,61122,False,lag_3,lag_3 <= 0.120446,9.0,12.0,False,0.1017143231041026,0.1204460966542751,[]
15,9,2,12850,False,month_sin,month_sin <= 0.25,10.0,11.0,True,-0.15754276827371697,0.25000000000000006,[]
15,10,3,7323,True,,leaf,,,False,-0.005495569405517076,,[]
15,11,3,5527,True,,leaf,,,False,-0.010529346139994395,,[]
15,12,2,48272,False,month_sin,month_sin <= 0.25,13.0,22.0,True,0.1707468621846651,0.25000000000000006,[]
15,13,3,28980,False,log_scale,log_scale <= 5.69233,14.0,21.0,True,0.263815108658158,5.692328235722193,[]
15,14,4,26124,False,mean_6,mean_6 <= 1.28342,15.0,18.0,False,0.22736664880997934,1.2834224598930482,[]
15,15,5,12637,False,cv_12,cv_12 <= 1.05719,16.0,17.0,True,0.12374476160354234,1.0571882797418486,[]
15,16,6,9078,True,,leaf,,,False,0.009161637452174612,,[]
15,17,6,3559,True,,leaf,,,False,-0.003817307987195043,,[]
15,18,5,13487,False,trend_factor,trend_factor <= 0.99305,19.0,20.0,False,0.324294287619471,0.9930496218922821,[]
15,19,6,4689,True,,leaf,,,False,0.035464854791142385,,[]
15,20,6,8798,True,,leaf,,,False,0.01865864644621452,,[]
15,21,4,2856,True,,leaf,,,False,0.02000826109615796,,[]
15,22,3,19292,False,nonzero_12,nonzero_12 <= 0.708333,23.0,26.0,False,0.030877629261216455,0.7083333333333333,[]
15,23,4,4489,False,category,"category in ['0104', '0107', '0811', '1201', '1306', '1309', '2401', '2506', '2510', '2704', '2802', '2901']",24.0,25.0,False,-0.20115581240275618,,"[""0104"", ""0107"", ""0811"", ""1201"", ""1306"", ""1309"", ""2401"", ""2506"", ""2510"", ""2704"", ""2802"", ""2901""]"
15,24,5,832,True,,leaf,,,False,0.014870519711007002,,[]
15,25,5,3657,True,,leaf,,,False,-0.010529346139994395,,[]
15,26,4,14803,False,category,"category in ['0201', '1140', '1203', '1309', '1501', '2004', '2401', '2502', '2506', '2803', '2901', '2902', 'прочее']",27.0,28.0,False,0.10132991291433201,,"[""0201"", ""1140"", ""1203"", ""1309"", ""1501"", ""2004"", ""2401"", ""2502"", ""2506"", ""2803"", ""2901"", ""2902"", ""прочее""]"
15,27,5,2473,True,,leaf,,,False,-0.004733625243185633,,[]
15,28,5,12330,True,,leaf,,,False,0.004855351375109823,,[]
16,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,10.0,False,0.0,0.29166666666666663,[]
16,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.5410295412697141,0.5,[]
16,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6531462978892344,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
16,3,3,719,True,,leaf,,,False,-0.010002878832994675,,[]
16,4,3,14384,True,,leaf,,,False,-0.010002878832994675,,[]
16,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,7.0,False,-0.3689644700880656,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
16,6,3,1319,True,,leaf,,,False,-0.010002878832994675,,[]
16,7,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,8.0,9.0,True,-0.4224299065420561,1.471275021423019,[]
16,8,4,6995,True,,leaf,,,False,-0.010002878832994675,,[]
16,9,4,1555,True,,leaf,,,False,-0.010002878832994675,,[]
16,10,1,61122,False,lag_1,lag_1 <= 0,11.0,14.0,False,0.09569456258587973,0.0,[]
16,11,2,12431,False,category,"category in ['0108', '0302', '0303', '0808', '0811', '1305', '1501', '1510', '2004', '2402', '2502', '2506', '2514', '2702', '2703', '2801', '3002', 'прочее']",12.0,13.0,True,-0.15939233180612492,,"[""0108"", ""0302"", ""0303"", ""0808"", ""0811"", ""1305"", ""1501"", ""1510"", ""2004"", ""2402"", ""2502"", ""2506"", ""2514"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
16,12,3,8711,True,,leaf,,,False,-0.010002878832994675,,[]
16,13,3,3720,True,,leaf,,,False,0.0005156901728875244,,[]
16,14,2,48691,False,month_sin,month_sin <= -6.12323e-17,15.0,24.0,True,0.16083858647666371,-6.123233995736766e-17,[]
16,15,3,26209,False,log_scale,log_scale <= 3.70233,16.0,21.0,True,0.2592394828178039,3.702330251838059,[]
16,16,4,18303,False,mean_6,mean_6 <= 1,17.0,18.0,False,0.18604270190575,1.0,[]
16,17,5,4772,True,,leaf,,,False,0.002202625397747515,,[]
16,18,5,13531,False,category,"category in ['0103', '0104', '0105', '0107', '0108', '0808', '0811', '1201', '1302', '1306', '1510', '2403', '2506', '2514', '2703', '2802', 'прочее']",19.0,20.0,False,0.2390517687024592,,"[""0103"", ""0104"", ""0105"", ""0107"", ""0108"", ""0808"", ""0811"", ""1201"", ""1302"", ""1306"", ""1510"", ""2403"", ""2506"", ""2514"", ""2703"", ""2802"", ""прочее""]"
16,19,6,5908,True,,leaf,,,False,0.025301663277069078,,[]
16,20,6,7623,True,,leaf,,,False,0.01242589423170251,,[]
