tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
117,5,4,1928,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
117,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
117,8,6,6568,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,9,6,1116,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,10,5,4772,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,15.0,False,-0.36815467152545805,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
117,12,3,1319,False,mean_3,mean_3 <= 1.33333,13.0,14.0,True,-0.03235515425131678,1.3333333333333333,[]
117,13,4,675,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,14,4,644,True,,leaf,,,False,0.025450959312269275,,[]
117,15,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,16.0,23.0,True,-0.41985981308411213,1.471275021423019,[]
117,16,4,6995,False,lag_1,lag_1 <= 0,17.0,20.0,True,-0.47894361170592437,0.0,[]
117,17,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,18.0,19.0,True,-0.5555555555555556,0.20833333333333331,[]
117,18,6,3242,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,19,6,1437,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,20,5,2316,False,mean_6,mean_6 <= 1.95556,21.0,22.0,True,-0.32244196044711954,1.9555555555555555,[]
117,21,6,1665,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,22,6,651,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,23,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,24.0,25.0,True,-0.15271565495207667,0.20833333333333331,[]
117,24,5,838,True,,leaf,,,False,-5.6261219597295394e-05,,[]
117,25,5,717,True,,leaf,,,False,0.005751533957265288,,[]
117,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.002453706732971275,0.0,[]
117,27,2,2602,True,,leaf,,,False,8.404571928182913e-06,,[]
117,28,2,58520,True,,leaf,,,False,-6.503038677249107e-05,,[]
118,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
118,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5402289648546954,0.5,[]
118,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
118,3,3,719,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
118,5,4,1928,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
118,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
118,8,6,6568,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,9,6,1116,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,10,5,4772,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,15.0,False,-0.36815467152545805,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
118,12,3,1319,False,mean_3,mean_3 <= 1.33333,13.0,14.0,True,-0.03235515425131678,1.3333333333333333,[]
118,13,4,675,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,14,4,644,True,,leaf,,,False,0.024178411346655805,,[]
118,15,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,16.0,23.0,True,-0.41985981308411213,1.471275021423019,[]
118,16,4,6995,False,lag_1,lag_1 <= 0,17.0,20.0,True,-0.47894361170592437,0.0,[]
118,17,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,18.0,19.0,True,-0.5555555555555556,0.20833333333333331,[]
118,18,6,3242,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,19,6,1437,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,20,5,2316,False,mean_6,mean_6 <= 1.95556,21.0,22.0,True,-0.32244196044711954,1.9555555555555555,[]
118,21,6,1665,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,22,6,651,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,23,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,24.0,25.0,True,-0.15271565495207667,0.20833333333333331,[]
118,24,5,838,True,,leaf,,,False,-5.3448158617430626e-05,,[]
118,25,5,717,True,,leaf,,,False,0.0054639572594020235,,[]
118,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.0025191389125171757,0.0,[]
118,27,2,2602,True,,leaf,,,False,7.984343331773766e-06,,[]
118,28,2,58520,True,,leaf,,,False,-6.177886743386763e-05,,[]
119,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
119,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5403890801376992,0.5,[]
119,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
119,3,3,719,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
119,5,4,1928,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
119,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
119,8,6,6568,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,9,6,1116,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,10,5,4772,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.3685595708067618,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
119,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.035364936042136946,-6.123233995736766e-17,[]
119,13,4,906,True,,leaf,,,False,0.022969490779323018,,[]
119,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2860520094562648,,"[""0104"", ""0201"", ""2901""]"
119,15,5,155,True,,leaf,,,False,0.029858797059972932,,[]
119,16,5,258,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
119,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
119,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
119,20,6,3242,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,21,6,1437,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
119,23,6,1665,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,24,6,651,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
119,26,5,838,True,,leaf,,,False,-5.077575068655909e-05,,[]
119,27,5,717,True,,leaf,,,False,0.0051907593964319225,,[]
119,28,1,61122,True,,leaf,,,False,2.4285212594897628e-06,,[]
120,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
120,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5403890801376992,0.5,[]
120,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
120,3,3,719,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
120,5,4,1928,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
120,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
120,8,6,6568,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,9,6,1116,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,10,5,4772,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.3685595708067618,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
120,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.035364936042136946,-6.123233995736766e-17,[]
120,13,4,906,True,,leaf,,,False,0.02182101624035687,,[]
120,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2860520094562648,,"[""0104"", ""0201"", ""2901""]"
120,15,5,155,True,,leaf,,,False,0.028365857206974283,,[]
120,16,5,258,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
120,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
120,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
120,20,6,3242,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,21,6,1437,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
120,23,6,1665,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,24,6,651,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
120,26,5,838,True,,leaf,,,False,-4.823696315223114e-05,,[]
120,27,5,717,True,,leaf,,,False,0.0049312214266103264,,[]
120,28,1,61122,True,,leaf,,,False,2.3070951965152745e-06,,[]
121,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
121,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.540469137779201,0.5,[]
121,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
121,3,3,719,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
121,5,4,1928,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
121,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
121,8,6,6568,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,9,6,1116,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,10,5,4772,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.3687620204474137,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
121,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.03686982693754703,-6.123233995736766e-17,[]
121,13,4,906,True,,leaf,,,False,0.020729965428339027,,[]
121,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2860520094562648,,"[""0104"", ""0201"", ""2901""]"
121,15,5,155,True,,leaf,,,False,0.02694756434662557,,[]
121,16,5,258,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
121,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
121,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
121,20,6,3242,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,21,6,1437,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
121,23,6,1665,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,24,6,651,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
121,26,5,838,True,,leaf,,,False,-4.582511499461958e-05,,[]
121,27,5,717,True,,leaf,,,False,0.00468466035527981,,[]
121,28,1,61122,True,,leaf,,,False,2.191740436689511e-06,,[]
122,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
122,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5406292530622048,0.5,[]
122,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
122,3,3,719,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
122,5,4,1928,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
122,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
122,8,6,6568,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,9,6,1116,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,10,5,4772,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.36916691972871746,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
122,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.0398796087283672,-6.123233995736766e-17,[]
122,13,4,906,True,,leaf,,,False,0.019693467156922075,,[]
122,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2907801418439716,,"[""0104"", ""0201"", ""2901""]"
122,15,5,155,True,,leaf,,,False,0.02560018612929429,,[]
122,16,5,258,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
122,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
122,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
122,20,6,3242,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,21,6,1437,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
122,23,6,1665,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,24,6,651,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
122,26,5,838,True,,leaf,,,False,-4.35338592448886e-05,,[]
122,27,5,717,True,,leaf,,,False,0.00445042733751582,,[]
122,28,1,61122,True,,leaf,,,False,2.0821534148550352e-06,,[]
123,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
123,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5407093107037066,0.5,[]
123,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
123,3,3,719,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
123,5,4,1928,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
123,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
123,8,6,6568,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,9,6,1116,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,10,5,4772,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.36936936936936937,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
123,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.04138449962377728,-6.123233995736766e-17,[]
123,13,4,906,True,,leaf,,,False,0.01870879379907597,,[]
123,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2907801418439716,,"[""0104"", ""0201"", ""2901""]"
123,15,5,155,True,,leaf,,,False,0.024320176822829578,,[]
123,16,5,258,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
123,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
123,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
123,20,6,3242,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,21,6,1437,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
123,23,6,1665,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,24,6,651,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
123,26,5,838,True,,leaf,,,False,-4.135716628264417e-05,,[]
123,27,5,717,True,,leaf,,,False,0.004227905970640028,,[]
123,28,1,61122,True,,leaf,,,False,1.9780457441122834e-06,,[]
124,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,28.0,False,0.0,0.29166666666666663,[]
124,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5407893683452085,0.5,[]
124,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
124,3,3,719,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
124,5,4,1928,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
124,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
124,8,6,6568,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,9,6,1116,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,10,5,4772,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,11,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",12.0,17.0,False,-0.36957181901002123,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
124,12,3,1319,False,month_sin,month_sin <= -6.12323e-17,13.0,14.0,True,-0.04288939051918736,-6.123233995736766e-17,[]
124,13,4,906,True,,leaf,,,False,0.01777335410912217,,[]
124,14,4,413,False,category,"category in ['0104', '0201', '2901']",15.0,16.0,False,-0.2907801418439716,,"[""0104"", ""0201"", ""2901""]"
124,15,5,155,True,,leaf,,,False,0.023104167981688097,,[]
124,16,5,258,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,17,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,18.0,25.0,True,-0.41985981308411213,1.471275021423019,[]
124,18,4,6995,False,lag_1,lag_1 <= 0,19.0,22.0,True,-0.47894361170592437,0.0,[]
124,19,5,4679,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.5555555555555556,0.20833333333333331,[]
124,20,6,3242,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,21,6,1437,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,22,5,2316,False,mean_6,mean_6 <= 1.95556,23.0,24.0,True,-0.32244196044711954,1.9555555555555555,[]
124,23,6,1665,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,24,6,651,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,25,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,26.0,27.0,True,-0.15271565495207667,0.20833333333333331,[]
124,26,5,838,True,,leaf,,,False,-3.928930796851196e-05,,[]
124,27,5,717,True,,leaf,,,False,0.004016510672108027,,[]
124,28,1,61122,True,,leaf,,,False,1.8791434569066694e-06,,[]
125,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
125,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5410295412697141,0.5,[]
125,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
125,3,3,719,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
125,5,4,1928,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
125,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
125,8,6,6568,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,9,6,1116,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,10,5,4772,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,11,2,9869,False,lag_1,lag_1 <= 0.370813,12.0,17.0,True,-0.3701791679319769,0.3708125570615914,[]
125,12,3,6417,False,baseline_ratio,baseline_ratio <= 1.47128,13.0,16.0,True,-0.46351330325190604,1.471275021423019,[]
125,13,4,5238,False,category,"category in ['0105', '0108', '0111', '0302', '1302', '1303', '1304', '1306', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",14.0,15.0,True,-0.5240091463414634,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1302"", ""1303"", ""1304"", ""1306"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
125,14,5,4059,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,15,5,1179,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,16,4,1179,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,17,3,3452,False,month_sin,month_sin <= -6.12323e-17,18.0,23.0,True,-0.19584055459272098,-6.123233995736766e-17,[]
125,18,4,2406,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.09271523178807947,1.9246704331450095,[]
125,19,5,1567,False,category,"category in ['0104', '2004', '2502', '2514', '2703', '2802', '2901']",20.0,21.0,False,-0.20228281547241597,,"[""0104"", ""2004"", ""2502"", ""2514"", ""2703"", ""2802"", ""2901""]"
125,20,6,289,True,,leaf,,,False,0.027603431977323834,,[]
125,21,6,1278,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,22,5,839,True,,leaf,,,False,0.02741989204219343,,[]
125,23,4,1046,False,category,"category in ['0104', '0811', '2901']",24.0,25.0,False,-0.42992424242424243,,"[""0104"", ""0811"", ""2901""]"
125,24,5,115,True,,leaf,,,False,0.015942425274042177,,[]
125,25,5,931,True,,leaf,,,False,-3.7324842570086364e-05,,[]
125,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.0025845710920630767,0.0,[]
125,27,2,2602,True,,leaf,,,False,6.941791189756652e-06,,[]
